,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1303,28,0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,0,19.7,1396.9,0
1304,5988,1,1,1,0,15,1,2,1,0,0,0,0,0,2,0,1,0,85.6,1345.55,1
1305,3465,0,0,0,0,28,1,0,0,0,0,2,0,2,0,0,1,0,59.55,1646.45,0
1306,114,0,0,0,0,70,1,2,1,2,2,2,2,2,2,1,0,1,115.55,8127.6,1
1307,1254,0,0,0,0,36,1,0,0,2,2,2,2,0,2,1,1,3,75.55,2680.15,0
1308,2340,1,1,0,0,16,1,2,1,0,0,0,0,2,0,0,1,2,86.6,1281,1
1309,5525,0,0,0,0,18,1,2,1,0,0,0,0,2,0,0,1,2,85.2,1553.9,1
1310,4505,0,0,1,0,34,1,2,1,0,0,0,0,2,2,0,1,2,97.65,3207.55,1
1311,2750,1,0,1,1,42,0,1,0,0,2,2,0,0,2,1,1,1,45.1,2049.05,0
1312,1126,1,0,0,0,48,1,2,0,2,0,0,2,0,2,1,1,0,70.95,3629.2,0
1313,4647,1,0,1,0,47,1,2,1,0,2,2,2,2,2,0,1,2,109.55,5124.55,1
1314,6889,0,0,1,1,39,1,2,1,0,2,2,2,0,0,1,1,2,89.55,3474.45,1
1315,3622,0,0,1,1,11,1,0,2,1,1,1,1,1,1,2,0,1,20.9,202.3,0
1316,6852,1,0,0,0,7,1,0,2,1,1,1,1,1,1,0,1,3,19.95,147.5,0
1317,6494,0,0,0,0,3,1,2,2,1,1,1,1,1,1,0,0,3,24.6,86.35,0
1318,1276,1,0,0,0,8,1,0,0,2,0,2,0,0,2,0,1,2,66.7,579,0
1319,1165,1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,1,3,19.45,19.45,1
1320,6283,1,0,1,1,32,1,0,1,2,2,2,0,0,2,1,0,3,94.8,3131.55,0
1321,2194,1,0,1,1,60,1,0,0,2,2,2,2,0,0,1,1,0,65.85,3928.3,0
1322,69,0,0,1,0,10,1,0,2,1,1,1,1,1,1,0,1,0,19.95,187.75,0
1323,3161,0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,1,0,24.65,1710.15,0
1324,23,0,0,1,1,4,1,0,2,1,1,1,1,1,1,0,0,3,20.35,76.35,1
1325,5087,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.25,69.25,1
1326,4709,0,0,1,1,43,0,1,0,2,2,0,2,2,0,1,1,0,51.25,2151.6,0
1327,3335,1,0,1,0,59,1,2,1,0,0,2,0,2,2,1,1,0,99.5,5961.1,1
1328,4558,0,0,1,0,23,1,0,0,0,0,2,2,0,0,0,0,2,54.25,1221.55,0
1329,2731,0,0,1,0,72,1,0,2,1,1,1,1,1,1,2,0,0,19.4,1496.45,0
1330,446,1,0,1,0,22,1,0,0,2,0,0,2,0,0,1,1,1,56.25,1292.2,0
1331,5300,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,25.15,25.15,0
1332,3234,1,0,0,0,69,1,2,2,1,1,1,1,1,1,2,0,0,23.95,1713.1,0
1333,73,1,0,0,0,50,0,1,0,2,0,0,2,0,0,1,1,3,35.4,1748.9,0
1334,1196,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,25.2,25.2,1
1335,3245,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,3,45,96.45,1
1336,2608,0,0,1,0,15,1,0,1,0,2,0,0,0,0,0,0,0,75.35,1114.55,0
1337,4415,1,0,0,0,31,1,0,2,1,1,1,1,1,1,2,0,0,20.4,609.1,0
1338,1295,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.15,20.15,1
1339,2681,1,0,1,0,66,1,2,1,0,2,2,0,2,2,0,1,1,105,7133.25,1
1340,939,0,0,1,1,0,0,1,0,2,2,2,2,2,0,2,0,1,56.05, ,0
1341,6490,1,0,0,1,3,1,0,0,0,0,0,0,2,0,0,1,1,54.7,169.45,1
1342,1347,0,0,0,0,8,1,0,2,1,1,1,1,1,1,2,0,3,20,141.6,0
1343,5427,1,0,1,1,64,1,0,0,2,0,2,0,2,2,1,1,1,73.05,4688.65,0
1344,362,0,0,1,0,28,1,0,2,1,1,1,1,1,1,0,0,3,20.5,563.05,0
1345,1565,0,0,1,0,57,1,2,1,0,0,2,0,2,2,1,1,1,100.75,5985,0
1346,1955,0,0,1,1,14,1,2,1,0,0,2,0,0,2,0,1,2,87.25,1258.6,1
1347,3862,1,0,0,0,19,1,0,2,1,1,1,1,1,1,2,1,3,19.95,373.5,0
1348,807,1,0,1,0,10,1,0,1,0,0,0,0,2,0,0,1,2,79.95,857.2,1
1349,1787,0,0,1,0,51,0,1,0,0,2,0,0,2,2,0,1,2,49.65,2553.35,0
1350,2859,0,0,1,0,67,1,2,0,2,2,2,0,0,0,2,0,3,65.65,4322.85,0
1351,5129,1,0,1,1,11,1,0,2,1,1,1,1,1,1,0,1,2,20.45,250.8,0
1352,5452,1,0,1,1,72,0,1,0,2,0,2,2,2,2,2,0,0,60.95,4549.05,0
1353,4996,1,0,1,1,66,1,0,2,1,1,1,1,1,1,1,1,2,20.35,1359.5,0
1354,6586,0,0,0,0,18,1,2,1,0,0,0,2,2,0,0,1,2,88.35,1639.3,1
1355,3962,0,0,0,0,9,1,0,2,1,1,1,1,1,1,0,1,2,19.5,178.85,0
1356,110,0,0,0,0,9,1,2,1,0,0,0,0,0,0,0,1,1,75.2,633.85,0
1357,5039,1,0,1,0,48,1,2,1,2,2,2,0,2,2,0,1,0,111.45,5315.1,0
1358,6491,1,0,0,0,10,1,0,1,0,0,0,0,0,0,0,0,3,70.15,735.5,0
1359,5599,0,0,0,0,9,1,2,1,0,0,0,0,2,2,0,1,2,94.75,889.9,1
1360,2651,0,1,0,0,13,1,2,1,0,0,0,0,2,2,0,1,2,95.05,1290,1
1361,2261,1,0,0,0,4,1,2,1,0,2,0,0,0,0,0,0,2,78.45,330.05,1
1362,1746,1,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,2,70.2,237.95,1
1363,2138,0,0,1,0,72,1,2,0,2,2,2,2,2,2,2,0,0,92,6474.4,0
1364,728,0,0,1,1,51,1,0,0,2,2,2,2,2,2,2,0,1,85.5,4421.95,0
1365,5450,1,0,1,0,59,0,1,0,0,2,0,0,0,2,0,1,0,41.05,2452.7,1
1366,5121,1,0,1,0,10,1,2,1,0,0,0,0,2,0,0,1,2,85.6,813.85,1
1367,2951,1,1,1,0,61,1,2,1,0,2,0,0,0,0,0,1,2,82.15,4904.85,0
1368,4402,1,0,0,0,54,1,0,1,2,0,2,2,0,0,1,0,2,84.4,4484.05,0
1369,3866,0,0,0,0,33,1,2,0,2,2,0,0,0,0,0,1,3,60.9,2033.85,0
1370,5346,0,0,0,0,27,1,0,2,1,1,1,1,1,1,2,1,0,20.25,538.2,0
1371,4622,0,1,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.2,79.2,1
1372,6853,1,0,0,0,23,1,0,1,0,2,0,0,2,2,0,0,3,95.3,2192.9,0
1373,2976,1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,19.85,19.85,0
1374,6322,1,0,1,1,45,1,0,0,2,2,2,2,2,2,2,1,3,84.35,3858.05,0
1375,1233,0,0,1,1,39,1,0,2,1,1,1,1,1,1,2,1,0,19.85,854.8,0
1376,2197,1,0,0,0,5,1,0,0,0,0,2,0,2,2,1,1,3,70,347.4,1
1377,2129,1,0,1,1,72,1,2,0,2,2,2,2,2,0,2,0,0,82.3,5815.15,0
1378,1144,0,0,1,1,58,1,2,0,0,2,0,0,2,0,0,1,0,66.8,3970.4,0
1379,374,0,0,0,0,70,0,1,0,2,2,2,2,0,0,2,1,0,44.6,3058.15,0
1380,771,1,0,1,1,61,1,0,1,0,2,0,2,2,2,1,1,0,98.45,6145.2,0
1381,2592,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,3,70.7,129.2,0
1382,3143,0,0,1,1,46,1,2,2,1,1,1,1,1,1,1,0,3,24.95,1165.9,0
1383,2318,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,49.95,49.95,1
1384,3275,0,0,1,0,22,1,0,1,0,0,0,0,0,0,0,1,2,69.25,1554,1
1385,6596,0,0,0,0,48,1,0,1,2,0,2,2,2,2,2,1,1,102.5,4904.25,0
1386,5687,1,0,0,0,64,1,2,0,0,2,2,2,2,2,2,0,1,86.55,5632.55,0
1387,5425,1,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,0,24.3,1643.25,0
1388,6379,0,0,1,1,12,1,0,0,0,0,2,0,2,0,0,1,1,58.35,740.55,0
1389,6044,0,1,1,0,34,1,2,1,0,2,2,0,0,2,0,1,2,94.25,3217.55,1
1390,5667,0,0,1,1,72,1,0,0,2,2,2,0,0,2,2,0,1,68.75,4888.2,0
1391,6923,1,0,1,0,29,1,2,1,0,2,2,0,0,0,0,1,2,85.8,2440.25,0
1392,1294,1,0,1,1,33,1,0,2,1,1,1,1,1,1,1,0,1,20.1,620.55,0
1393,1765,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.35,20.35,0
1394,1549,0,0,1,1,62,1,2,1,0,2,2,2,2,2,1,1,2,110.8,6840.95,0
1395,315,1,0,1,0,41,1,2,0,0,0,2,0,2,2,1,1,2,73,3001.2,1
1396,6662,0,0,0,0,64,1,2,1,0,0,2,0,2,2,1,1,1,100.05,6254.2,1
1397,6114,0,0,0,0,4,1,0,1,0,0,2,0,0,2,0,1,1,82.85,319.6,0
1398,2479,0,0,0,0,24,1,2,1,2,0,0,2,0,0,0,1,2,84.35,1938.05,0
1399,2173,0,0,1,1,14,1,0,2,1,1,1,1,1,1,1,0,3,19.55,294.5,0
1400,5291,1,0,0,1,3,1,0,2,1,1,1,1,1,1,0,0,3,19.95,58.3,0
1401,3825,0,1,0,0,4,1,0,1,0,2,2,0,2,2,0,1,1,99.8,442.85,1
1402,4394,0,0,0,1,18,0,1,0,0,0,0,0,0,2,0,1,2,35,553,1
1403,1623,1,0,0,0,8,1,0,0,0,0,0,0,2,2,0,1,2,66.25,546.45,0
1404,1316,0,0,0,0,35,1,2,2,1,1,1,1,1,1,2,0,0,23.3,797.1,0
1405,4907,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,2,76,76,1
1406,6529,1,0,0,1,66,1,2,2,1,1,1,1,1,1,2,1,1,25.3,1673.8,0
1407,607,1,0,0,1,8,0,1,0,2,0,0,2,0,2,2,1,3,44.55,343.45,0
1408,3998,0,0,1,0,71,1,2,1,2,0,2,0,2,2,1,1,1,104.1,7412.25,0
1409,4205,0,0,1,1,43,1,2,1,0,0,2,0,0,2,0,1,0,92.55,4039,0
1410,4963,0,1,0,0,2,1,2,1,0,0,0,0,2,2,0,1,2,93.85,170.85,1
1411,1846,1,1,0,0,29,1,0,1,0,2,2,0,2,2,0,1,0,101.45,2948.6,0
1412,5549,0,0,1,0,15,1,0,1,0,0,2,0,2,0,0,1,2,84.3,1308.4,1
1413,1225,1,0,1,1,65,1,2,1,2,2,2,2,0,0,2,0,1,94.55,6078.75,0
1414,3739,1,0,0,0,35,1,2,1,0,0,2,2,2,0,0,0,2,95.5,3418.2,0
1415,3686,1,0,0,0,64,1,0,1,2,2,0,0,2,2,1,1,1,100.3,6603.8,0
1416,3405,0,0,1,1,58,0,1,0,0,0,2,2,2,2,2,1,1,55.5,3166.9,0
1417,3983,0,1,0,0,18,1,0,0,0,2,0,0,0,0,0,1,1,49.85,865.75,0
1418,6535,1,0,1,1,67,1,2,1,0,2,0,0,0,2,0,1,0,89.55,6373.1,0
1419,2427,1,0,1,1,63,1,0,2,1,1,1,1,1,1,2,1,3,19.15,1177.05,0
1420,6179,0,0,1,0,60,1,2,1,0,2,0,0,2,2,0,1,2,99.8,5985.75,0
1421,3783,1,1,0,0,9,1,2,1,0,0,0,0,0,2,0,1,1,84.4,732.5,1
1422,2703,0,0,1,1,70,1,2,1,2,2,2,2,2,2,2,1,1,113.05,7869.05,0
1423,462,1,0,1,0,15,1,2,1,0,0,2,0,2,2,0,1,2,101.1,1504.05,1
1424,5316,0,0,0,1,48,1,0,2,1,1,1,1,1,1,1,0,3,19.95,936.7,0
1425,5000,1,0,1,0,12,1,0,0,0,0,2,2,2,2,0,1,2,74.15,741.4,0
1426,6150,1,1,1,0,71,1,2,1,2,2,2,2,0,0,1,1,2,92,6585.2,0
1427,4860,1,1,0,0,44,1,0,1,0,0,2,0,0,0,0,0,2,73.85,3122.4,0
1428,5480,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,2,50.45,50.45,1
1429,3230,1,0,1,1,45,1,2,2,1,1,1,1,1,1,2,0,3,24.45,1088.25,0
1430,4588,0,0,0,0,23,1,2,2,1,1,1,1,1,1,1,0,1,24.8,615.35,0
1431,4739,0,0,1,0,43,1,2,0,0,0,0,2,2,0,1,1,0,64.85,2908.2,0
1432,6343,1,0,0,0,35,1,0,2,1,1,1,1,1,1,0,0,0,20.75,739.9,0
1433,4538,1,0,1,0,9,1,0,0,2,2,0,2,2,0,0,1,3,68.95,593.85,0
1434,1072,1,0,0,0,12,1,2,1,0,0,0,2,2,2,0,1,3,99.95,1132.75,1
1435,6349,0,1,1,0,65,1,2,1,2,2,2,0,2,2,0,1,1,109.4,7227.45,0
1436,6680,0,0,0,0,2,1,2,1,0,0,2,0,2,0,0,1,2,91.4,193.6,1
1437,1129,1,0,0,0,27,1,2,0,0,0,0,0,0,0,0,0,3,49,1291.35,0
1438,4057,0,0,0,0,40,1,0,0,0,0,2,0,0,0,1,1,3,50.25,2023.55,0
1439,337,0,1,0,0,5,1,0,1,0,0,2,0,0,0,0,1,1,75.55,349.65,1
1440,5422,1,0,1,1,8,1,0,2,1,1,1,1,1,1,1,0,1,19.9,153.95,0
1441,1692,0,1,1,0,58,1,2,1,0,2,0,0,2,2,1,1,0,97.8,5458.8,0
1442,2263,0,0,1,1,52,1,0,1,2,0,2,0,2,2,1,0,2,100.3,5244.45,0
1443,4986,1,0,1,0,3,1,0,0,0,0,2,2,0,0,0,1,3,55.8,154.55,0
1444,3889,1,0,0,1,41,1,0,1,2,2,2,2,2,2,2,1,2,111.15,4507.15,0
1445,2235,1,0,0,0,20,1,2,1,0,0,0,2,2,2,0,1,3,98.55,2031.95,0
1446,5952,1,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,2,50.05,50.05,0
1447,2033,1,0,0,1,4,1,2,1,0,0,0,2,0,0,0,0,1,80.8,332.45,1
1448,2041,1,0,0,0,23,1,0,2,1,1,1,1,1,1,0,0,2,20.85,473.9,0
1449,4797,0,1,0,0,6,1,0,2,1,1,1,1,1,1,0,0,0,19.5,106.8,0
1450,1175,1,0,1,1,8,1,0,2,1,1,1,1,1,1,0,1,3,19.35,152.6,0
1451,4853,1,0,0,0,18,1,2,0,2,0,2,0,2,0,0,0,3,69.5,1199.4,0
1452,129,1,1,0,0,52,0,1,0,2,0,0,0,2,2,0,1,1,48.8,2555.05,0
1453,4144,1,0,0,0,31,1,0,1,0,2,0,0,2,2,0,1,2,94.5,2979.2,0
1454,6094,1,0,1,1,29,1,0,2,1,1,1,1,1,1,0,1,3,20.65,654.85,0
1455,1101,0,0,1,0,36,1,2,1,2,2,2,2,0,2,2,1,1,106.05,3834.4,0
1456,2414,0,0,1,0,16,1,2,1,0,2,0,0,2,2,0,1,2,100,1534.75,1
1457,4482,1,0,1,0,42,1,2,1,0,0,2,2,2,2,1,1,2,108.3,4586.15,0
1458,5570,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,20.55,20.55,1
1459,2126,0,0,0,0,60,1,0,1,0,2,2,0,2,2,2,1,2,99.65,5941.05,0
1460,2034,1,0,0,0,5,1,2,1,0,2,2,0,0,0,0,1,2,85.3,424.15,1
1461,4391,1,0,1,0,22,1,2,1,2,0,0,2,2,0,0,0,1,95.9,2234.95,0
1462,6884,1,0,1,0,36,1,0,2,1,1,1,1,1,1,1,0,3,20,666.75,0
1463,3320,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,2,70.4,281,1
1464,2972,1,0,0,0,9,1,0,0,2,0,0,2,0,2,0,0,3,64.95,547.8,0
1465,1255,1,0,1,1,1,1,0,1,0,2,0,0,0,0,0,0,1,74.6,74.6,0
1466,5794,1,0,1,1,12,1,0,0,2,0,0,0,0,0,0,1,2,49.2,571.15,0
1467,6297,0,0,0,0,23,1,2,0,0,0,0,2,2,2,1,1,3,73.75,1756.6,0
1468,6624,1,0,0,0,62,1,2,1,2,2,0,0,0,2,1,1,0,92.3,5731.45,0
1469,3815,1,0,0,0,37,1,2,1,0,0,0,2,2,2,0,0,0,98.8,3475.55,1
1470,4921,0,0,0,0,8,1,0,2,1,1,1,1,1,1,0,0,3,19.2,156.85,0
1471,6843,1,0,1,0,31,1,2,1,0,0,2,0,2,0,0,0,1,88.65,2683.2,0
1472,6501,1,0,1,1,13,1,2,1,0,0,0,0,0,0,0,1,1,74.4,896.75,1
1473,5002,0,0,0,0,24,1,2,1,0,0,2,0,2,2,0,1,2,98.75,2407.3,1
1474,6640,1,0,1,1,45,1,2,1,0,2,2,0,0,2,0,1,0,95.95,4456.65,0
1475,4264,0,1,1,0,69,1,2,1,0,2,0,2,2,2,2,0,1,105.4,6998.95,0
1476,3550,1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.25,36.8,0
1477,3861,1,0,1,1,61,1,2,1,2,2,0,0,2,2,1,1,2,106,6547.7,1
1478,6906,1,0,0,0,41,1,2,1,0,2,2,0,2,2,0,1,2,104.7,4346.4,1
1479,4422,0,0,0,0,44,0,1,0,0,0,2,0,2,2,1,1,2,49.05,2265,0
1480,6250,1,0,0,0,39,0,1,0,0,0,2,2,0,0,1,0,3,35.55,1309.15,0
1481,6475,1,0,1,1,72,0,1,0,2,2,2,2,2,2,2,1,1,65.1,4754.3,0
1482,6505,0,1,0,0,13,1,0,1,0,0,2,0,2,2,0,1,2,96.85,1235.55,0
1483,505,0,0,1,1,51,1,0,0,2,2,0,2,0,2,1,1,1,69.75,3562.5,0
1484,1558,0,1,1,0,71,1,0,1,0,2,2,0,2,2,2,1,2,99.2,7213.75,0
1485,6870,1,1,0,0,22,1,2,1,0,0,0,0,2,2,0,1,2,96.7,2082.95,1
1486,3676,0,0,0,0,2,1,0,0,0,2,0,2,0,0,0,1,1,55.05,102.75,1
1487,3528,0,0,0,0,56,1,2,1,0,2,2,0,2,2,1,1,2,106.8,5914.4,0
1488,6100,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,3,51.25,51.25,0
1489,4606,0,0,1,1,23,1,0,0,2,2,0,2,0,0,1,1,3,57.75,1282.85,0
1490,5652,0,1,1,0,66,1,2,0,0,2,2,0,2,0,1,1,0,70.85,4738.85,0
1491,6033,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.55,19.55,0
1492,2264,1,1,0,0,19,1,2,1,0,2,0,0,2,0,0,1,2,88.2,1775.8,1
1493,4521,1,0,0,0,11,1,0,1,2,0,2,0,0,0,0,1,0,79.5,795.65,0
1494,1818,0,0,1,1,8,1,0,2,1,1,1,1,1,1,1,1,3,19.75,145,1
1495,3098,0,0,1,1,52,1,2,1,2,2,2,0,0,2,0,0,0,98.15,4993.4,0
1496,2223,1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,2,20.25,61.45,0
1497,2170,0,0,1,1,51,1,0,1,2,2,0,0,0,0,0,1,0,79.15,4018.55,0
1498,355,1,1,0,0,15,1,2,1,0,0,0,0,0,0,0,0,2,75.65,1146.65,1
1499,1167,1,1,1,0,64,1,2,1,0,2,2,0,0,2,0,1,2,94.25,6081.4,0
1500,4977,0,0,0,0,37,0,1,0,0,0,2,0,0,2,0,1,1,40.2,1478.85,0
1501,3508,1,0,0,0,13,1,0,2,1,1,1,1,1,1,2,0,3,19.95,243.65,0
1502,4030,1,0,1,0,49,1,2,0,2,0,0,0,0,0,1,1,2,55.35,2633.95,0
1503,320,0,1,0,0,45,1,2,1,0,0,2,0,2,2,1,1,0,102.15,4735.35,0
1504,1197,0,0,0,0,18,1,0,1,0,0,0,0,0,0,0,1,2,71.1,1247.75,0
1505,3699,1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.7,74.7,1
1506,6201,1,0,1,0,68,0,1,0,2,0,2,0,2,2,2,1,0,54.1,3794.5,0
1507,5235,1,0,0,0,54,1,0,2,1,1,1,1,1,1,2,0,1,19.65,1008.7,0
1508,1925,0,1,1,1,23,1,0,1,0,2,2,0,0,2,0,1,0,88.45,2130.55,0
1509,741,1,0,0,0,17,1,0,1,0,0,2,0,0,0,0,1,2,76.65,1313.55,1
1510,5572,1,0,1,0,71,1,2,0,2,2,2,2,0,2,2,0,1,80.4,5727.15,0
1511,6986,0,0,1,1,67,1,0,2,1,1,1,1,1,1,2,1,0,19.25,1372.9,0
1512,6518,0,0,1,1,14,1,2,1,0,0,0,0,2,0,0,1,2,84.8,1203.9,0
1513,447,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,25.8,25.8,1
1514,4072,0,0,0,1,63,1,0,2,1,1,1,1,1,1,2,0,1,19.5,1215.1,0
1515,1282,0,0,0,0,41,1,2,0,0,0,2,2,0,2,1,1,2,68.6,2877.05,0
1516,4364,0,0,1,0,17,1,2,1,0,0,0,0,2,2,0,0,2,92.6,1579.7,0
1517,2014,1,0,1,0,56,1,2,1,2,0,0,0,2,2,1,1,2,100.55,5514.95,0
1518,1283,0,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,1,20.55,96.1,0
1519,5564,0,0,0,0,2,0,1,0,2,2,0,0,0,2,0,1,2,42.6,72.4,1
1520,4357,0,0,1,0,3,1,0,2,1,1,1,1,1,1,0,1,3,19.6,55.25,0
1521,6454,1,0,0,0,37,1,2,0,2,2,2,2,0,0,1,0,2,67.45,2443.3,0
1522,4053,0,0,0,0,29,1,0,0,2,2,2,0,0,2,0,1,0,68.85,1970.5,1
1523,6523,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,3,43.55,335.4,0
1524,1120,0,0,0,0,63,1,2,1,0,2,2,2,2,2,0,1,1,109.85,7002.95,0
1525,2089,0,0,1,1,7,1,0,2,1,1,1,1,1,1,0,0,3,20.65,158.95,0
1526,2062,0,0,0,0,3,1,0,1,0,2,0,0,2,2,0,0,2,95.4,293.15,0
1527,434,1,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,0,21,1493.75,0
1528,5717,0,0,0,0,19,1,0,0,0,0,0,0,0,2,0,1,2,56.2,1093.4,0
1529,6832,0,0,1,0,59,1,0,2,1,1,1,1,1,1,2,0,0,18.4,1057.85,0
1530,2576,1,0,1,1,2,1,0,1,0,0,2,2,0,2,0,0,1,90,190.05,1
1531,5020,0,0,1,1,35,1,2,2,1,1,1,1,1,1,0,1,2,25.75,882.55,0
1532,3418,1,0,0,0,14,1,0,2,1,1,1,1,1,1,0,0,1,19.6,300.4,0
1533,5989,0,0,0,0,14,1,0,1,0,0,2,0,0,0,0,0,2,75.35,1025.95,1
1534,5559,0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,1,19.8,1436.95,0
1535,5577,1,1,1,0,7,1,2,0,2,2,0,2,0,0,0,0,2,64.2,475,0
1536,1985,1,0,1,1,69,1,0,0,2,2,2,2,2,0,2,1,0,75.75,5388.15,0
1537,1411,0,0,1,1,72,1,2,0,0,2,0,2,2,2,2,1,2,78.95,5730.15,0
1538,4451,1,0,0,0,8,1,2,1,0,2,0,0,2,2,0,0,2,100.85,819.55,1
1539,3553,0,0,1,1,4,1,0,0,2,0,0,0,0,0,0,0,2,50.3,217.1,0
1540,1910,1,0,1,1,63,1,0,1,0,2,2,0,0,0,0,1,1,80.3,4896.35,0
1541,1656,1,0,0,0,72,1,0,2,1,1,1,1,1,1,2,0,0,19.85,1434.1,0
1542,6860,0,0,0,0,46,1,0,2,1,1,1,1,1,1,2,1,2,21.1,937.1,0
1543,214,0,0,1,0,5,1,0,1,0,0,0,0,0,0,0,0,2,69.95,330.15,1
1544,2652,1,0,1,0,30,1,0,0,0,0,2,0,0,0,0,1,3,50,1474.9,0
1545,3655,1,0,0,0,63,1,2,1,0,2,2,0,2,2,2,1,0,104.75,6536.5,0
1546,5027,0,0,0,0,60,1,0,2,1,1,1,1,1,1,2,0,0,19.85,1128.1,0
1547,1989,0,0,1,0,63,1,2,1,0,2,2,0,2,2,1,1,2,107.5,6873.75,1
1548,3898,1,0,1,1,25,1,0,1,0,0,0,2,2,0,0,0,2,85.9,2199.05,0
1549,2950,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.85,45.85,1
1550,6975,1,1,1,0,6,1,2,1,0,0,2,0,0,0,0,1,2,80.8,457.1,0
1551,4591,1,0,0,0,22,1,2,2,1,1,1,1,1,1,2,0,3,25.25,566.5,0
1552,1528,0,0,1,1,31,1,2,0,0,2,0,2,2,2,2,0,0,80.55,2471.6,0
1553,5484,0,0,1,1,39,1,0,1,0,0,2,2,0,0,0,1,0,81.5,3107.3,0
1554,6517,1,0,0,0,26,1,0,2,1,1,1,1,1,1,0,0,3,20.9,518.3,0
1555,6762,0,0,1,0,53,1,0,1,2,2,2,0,2,2,1,1,0,106.1,5769.75,1
1556,2215,0,0,0,0,1,1,0,1,0,2,0,2,2,0,0,0,2,91.7,91.7,1
1557,3247,1,0,0,0,12,1,2,0,2,2,0,2,0,0,0,1,2,67.25,832.3,0
1558,432,0,0,0,0,16,1,2,1,0,2,2,0,0,2,0,1,1,95.6,1555.65,1
1559,6874,0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.35,45.3,0
1560,5181,1,0,0,1,39,0,1,0,2,0,0,2,2,0,1,0,0,45.05,1790.6,0
1561,788,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.95,74.95,1
1562,5836,0,0,1,1,7,0,1,0,2,0,0,2,0,0,0,0,3,34.65,246.6,0
1563,2243,1,1,0,0,4,1,0,1,0,0,0,0,0,0,0,0,2,69.35,261.65,0
1564,1813,1,1,0,0,10,1,2,1,0,0,0,0,2,2,0,1,2,95.35,898.35,1
1565,4914,0,0,0,0,55,1,0,1,0,2,2,0,0,0,0,1,2,81.55,4509.5,0
1566,3314,1,0,1,1,72,1,0,0,0,2,2,0,2,2,2,1,0,75.4,5480.25,0
1567,984,0,0,1,0,10,1,0,0,0,0,2,0,2,2,0,1,1,67.8,653.15,0
1568,2289,1,1,0,0,11,1,2,1,0,2,2,2,2,2,0,1,2,111.4,1183.05,0
1569,539,0,0,1,1,15,1,0,0,0,0,0,0,0,0,0,0,2,46.3,639.45,0
1570,2128,0,0,1,1,23,1,0,2,1,1,1,1,1,1,2,0,0,20.4,478.75,0
1571,1928,1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,20.05,20.05,0
1572,5421,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2,45,127.1,1
1573,3509,1,0,1,1,47,1,0,1,2,2,2,0,0,2,1,1,2,96.1,4391.45,0
1574,3748,0,0,0,1,15,1,0,2,1,1,1,1,1,1,1,0,3,19.65,270.6,0
1575,1339,1,0,0,0,66,1,0,1,0,2,2,0,2,2,0,0,2,99.5,6710.5,1
1576,672,0,1,1,0,68,1,0,0,0,2,2,2,0,0,1,1,0,60.65,3975.9,0
1577,6484,0,0,1,1,17,1,0,1,0,0,2,2,2,2,1,0,0,98.6,1704.95,1
